District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Rice Yield (kg/ha),min_vv,max_vv,range_vv,mean_vv,correlation_vv,permutation_entropy_vv,min_vh,max_vh,range_vh,mean_vh,correlation_vh,permutation_entropy_vh,min_vv_by_vh,max_vv_by_vh,range_vv_by_vh,mean_vv_by_vh,correlation_vv_by_vh,permutation_entropy_vv_by_vh,rvi,mean_red,mean_gre,mean_blu,mean_nir,b05,b06,b07,b11,b12,max_red,max_gre,max_blu,max_nir,max_b05,max_b06,max_b07,max_b11,max_b12,min_red,min_gre,min_blu,min_nir,min_b05,min_b06,min_b07,min_b11,min_b12,range_red,range_gre,range_blu,range_nir,range_b05,range_b06,range_b07,range_b11,range_b12,correlation_red,correlation_gre,correlation_blu,correlation_nir,correlation_b05,correlation_b06,correlation_b07,correlation_b11,correlation_b12,pe_red,pe_gre,pe_blu,pe_nir,pe_b05,pe_b06,pe_b07,pe_b11,pe_b12,ndvi,rvi_2,tndvi,gndvi,arvi,gci,npcri,evi,ndwi,ndre,ndii,ndmi,msavi,mcari,tvi,osavi,min_ndvi,max_ndvi,range_ndvi,rvi_2_min,rvi_2_max,rvi_2_range,tndvi_min,tndvi_max,tndvi_range,gndvi_min,gndvi_max,gndvi_range,arvi_min,arvi_max,arvi_range,gci_min,gci_max,gci_range,npcri_min,npcri_max,npcri_range,evi_min,evi_max,evi_range,ndwi_min,ndwi_max,ndwi_range,ndre_min,ndre_max,ndre_range,ndii_min,ndii_max,ndii_range,ndmi_min,ndmi_max,ndmi_range,msavi_min,msavi_max,msavi_range,mcari_min,mcari_max,mcari_range,tvi_min,tvi_max,tvi_range,osavi_min,osavi_max,osavi_range
Chau_Phu,10.510542,105.248554,SA,T,15-07-2022,3.4,5500,0.01740759052336216,0.35729560256004333,0.3398880120366812,0.11127715278416872,0.621780614854272,0.33396271194589644,0.0026976359076797962,0.05166338384151459,0.04896574793383479,0.021944099072633044,0.04260201914899326,0.33396271194589644,1.1304255811317392,24.872854235409235,23.742428654277496,6.721198816402245,0.34233555255557335,0.33396271194589644,0.6021718973727623,1494.4,1768.8,1456.4,4067.2,2158.0,3643.8,4242.8,2835.8,2032.6,1740.0,1925.0,1684.0,4348.0,2328.0,3976.0,4535.0,3034.0,2445.0,1326.0,1526.0,1309.0,3702.0,1843.0,3357.0,3883.0,2556.0,1773.0,414.0,399.0,375.0,646.0,485.0,619.0,652.0,478.0,672.0,-0.26370289298724203,0.12075899317413732,-0.03115360421504678,0.19874171388509584,-0.40614142437157996,-0.5331616094175171,-0.13013306060331067,0.36400979156309893,0.19845578565148358,0.6131471927654584,0.6131471927654584,0.6131471927654584,0.6131471927654584,0.6131471927654584,0.6131471927654584,0.6131471927654584,0.355245321275764,0.355245321275764,0.46260069044879165,2.7216274089935757,0.9811221587798288,0.39383139136394785,0.2977773600864621,1.299412030755314,0.012877863630201979,3.0460314453494943,-0.39383139136394785,0.3066889417207479,0.17838620889468343,0.3335519197350733,1.132544203378984,845.8713062098499,50791.999999999985,0.5366013635971346,0.47255369928400953,0.4283837056504599,0.2188679245283019,2.7918552036199094,2.4988505747126437,1.5603864734299517,0.986181372407738,0.963526702095204,0.8478607931307485,0.4162203519510329,0.38625856846803763,0.23636363636363636,0.3078428813780504,0.2682926829268293,0.10438074634937804,1.4259501965923986,1.2587012987012987,0.6190476190476191,0.0064516129032258064,0.016355140186915886,0.049429657794676805,3.2256312788487644,3.0199166280685503,1.8210361067503924,-0.4162203519510329,-0.38625856846803763,-0.23636363636363636,0.3352569882777277,0.3025763930497304,0.14235190097259062,0.18312559923298177,0.17800054185857492,0.1494661921708185,0.35232876712328765,0.2801413219490652,-0.019726858877086494,1.1417841845968724,1.0997884036023606,0.858955026071726,630.456108597285,678.8662068965517,63.02657004830918,39020.0,42680.0,3660.0,0.5481448482148539,0.49691203910541115,0.2538484757017809
Chau_Phu,10.50915,105.265098,SA,T,15-07-2022,2.43,6000,0.053834959864616394,0.2941001057624817,0.2402651458978653,0.16643636460815156,0.18690517190651973,0.33396271194589644,0.016737302765250206,0.07251173257827759,0.05577442981302738,0.03823186417243311,0.20143261236386684,0.33396271194589644,1.5802501604900263,7.805156542854241,6.224906382364215,4.583482980044935,-0.21212554496856917,0.31055082177366533,0.6738045351590429,2210.5714285714284,2147.285714285714,1954.857142857143,2694.8571428571427,2426.4285714285716,2901.0,3222.4285714285716,2923.1428571428573,2368.0,2982.0,2898.0,2714.0,3656.0,3093.0,3861.0,4349.0,3679.0,2842.0,1814.0,1828.0,1655.0,2296.0,2079.0,2630.0,2906.0,2625.0,2107.0,1168.0,1070.0,1059.0,1360.0,1014.0,1231.0,1443.0,1054.0,735.0,-0.10282828688074801,-0.2032004652440216,-0.12240244664122087,-0.2653795921972058,-0.3827927875092146,-0.08396781293977547,-0.0035536482727216807,-0.12136027896403398,-0.3067690348387979,0.7435032788101106,0.7435032788101106,0.5887621559162939,0.8982444017039272,0.8982444017039272,0.7435032788101106,0.5303560860446522,0.8982444017039272,0.7435032788101106,0.09872444522103792,1.2190771616905778,0.7737728641022752,0.11308452574125975,0.025198437696862804,0.255006320271439,0.061389670073393195,0.9328563566318117,-0.11308452574125975,0.05241429328572618,-0.04063469460407879,0.06455981941309251,0.6796800316524241,175.6549880906223,10420.00000000002,0.11451662127625868,0.11727493917274939,0.10153660741187105,0.0759493670886076,1.2657111356119073,1.2260228034875922,1.1643835616438356,0.7856684664492711,0.775587910821121,0.75891328034803,0.11348205625606207,0.11565456209948123,0.11934156378600823,0.04261775959889168,0.032917139614074914,0.017455310199789693,0.2560175054704594,0.261559696342305,0.2710280373831775,0.045834534447967715,0.047050561797752806,0.048944768747193536,1.5679895901106051,1.4112227805695143,1.1254396248534584,-0.11348205625606207,-0.11565456209948123,-0.11934156378600823,0.0496,0.08341976589124314,0.14574557708508845,-0.06685633001422475,-0.0031356509884117247,0.1267605633802817,0.04292527821939587,0.1252693136349646,0.29832935560859186,0.7098941989061132,0.6843339230131278,0.6411319067310615,246.1792723263506,74.6800804828974,-123.97191780821919,16460.0,3300.0,-13160.0,0.13603363372715419,0.11777962567940513,0.08809569014619327
Chau_Phu,10.467721,105.192464,SA,D,15-07-2022,1.95,6400,0.01693592593073845,0.6278784275054932,0.6109425015747547,0.2144481394706028,0.2004316566034608,0.33396271194589644,0.008218871429562569,0.11418552696704865,0.10596665553748608,0.03638993616082838,0.02616588779126558,0.33396271194589644,0.9946161638912477,46.363490042885246,45.368873878994,9.063072994031547,0.1715312505639889,0.33396271194589644,0.5365525162521697,1408.5,1503.0,1276.6666666666667,3460.1666666666665,1896.1666666666667,3019.0,3624.1666666666665,2508.8333333333335,1817.0,1988.0,1787.0,1624.0,4492.0,2416.0,3493.0,4654.0,2857.0,2020.0,1222.0,1266.0,1131.0,1861.0,1618.0,1808.0,1938.0,1601.0,1383.0,766.0,521.0,493.0,2631.0,798.0,1685.0,2716.0,1256.0,637.0,-0.33016416575936547,-0.6401311213580978,-0.394015205897769,0.2342904204781251,-0.6285779471951366,0.30258442583268336,0.2672145073236239,0.0487899211416694,-0.30133003033634925,0.5802792108518124,0.5802792108518124,0.7737056144690833,0.5802792108518124,0.5802792108518124,0.7737056144690833,0.7737056144690833,0.5802792108518124,0.5802792108518124,0.42140216349445436,2.456632351201041,0.9598969546229712,0.39433829208502635,0.25415352028771265,1.3021734309159458,0.049096890323381506,2.1946088568779865,-0.39433829208502635,0.29199078971933534,0.15937901379348854,0.3113728958089884,1.0929038048916482,550.6534414073287,33040.0,0.488810445774752,0.20726565034057737,0.38641975308641974,0.5490138357374154,1.5229132569558101,2.2595573440643864,3.4347258485639687,0.8409908741125419,0.9414986739695493,1.024213764668985,0.1902782219379597,0.43080108297499603,0.6694162436548223,0.1008094186902134,0.21204914783987316,0.34192439862542956,0.46998420221169046,1.5137101287073307,4.049904030710173,0.03867403314917127,0.10077519379844961,0.21683876092136617,2.2452565003513705,1.4760669653383636,1.3206344710380966,-0.1902782219379597,-0.43080108297499603,-0.6694162436548223,0.06984765737280828,0.3005211349160394,0.5345581802274716,0.07510109763142692,0.22247924887739828,0.35374324671983537,0.14734895191122072,0.3796068796068796,0.6101591187270502,0.8433032116827235,1.0574079803736822,1.2088167245201475,431.1135842880524,367.26116700201203,-24.37754569190601,25520.0,17640.0,-7880.0,0.24041567742186584,0.4482358460284931,0.6368260547045178
Chau_Phu,10.494453,105.241281,SA,T,15-07-2022,4.3,6000,0.023625051602721214,0.33549439907073975,0.31186934746801853,0.11667492440236467,0.21943233792179045,0.33396271194589644,0.0017723768251016736,0.08256546407938004,0.08079308725427836,0.025339082656760832,0.1924892891931175,0.33396271194589644,1.6640364143061817,28.34908658266999,26.68505016836381,7.416280166268003,0.5024445842780553,0.33396271194589644,0.6469085202810979,1713.5,1820.8333333333333,1523.0,4264.333333333333,2284.1666666666665,3555.3333333333335,4316.0,2983.3333333333335,2124.3333333333335,2106.0,2128.0,1780.0,5736.0,3036.0,4646.0,6015.0,3562.0,2527.0,1284.0,1490.0,1227.0,2320.0,1780.0,2262.0,2330.0,2249.0,1713.0,822.0,638.0,553.0,3416.0,1256.0,2384.0,3685.0,1313.0,814.0,0.4574223637894009,-0.05693072222901374,0.4440213785477331,0.5023188962076816,-0.3012777946880829,0.3833643748517098,0.4950504452958182,-0.3360973805863777,-0.5033146136328484,0.5802792108518124,0.5802792108518124,0.5802792108518124,0.31384521989498937,0.5802792108518124,0.5802792108518124,0.31384521989498937,0.7737056144690833,0.7737056144690833,0.42671536509883734,2.4886684174691176,0.9626605658791875,0.40155021774259814,0.25615888289982996,1.3419679633867276,0.05885987949945929,2.0414288000853658,-0.40155021774259814,0.3023847700491206,0.1767465391160373,0.3349681728060106,1.098150508112667,637.1938527380603,38533.33333333332,0.49497657519412863,0.2874583795782464,0.4628921193573068,0.612081170363379,1.8068535825545171,2.7236467236467234,4.155717761557177,0.8873885167040683,0.9812706656969354,1.0545525925070682,0.2178477690288714,0.4587995930824008,0.6852491366551554,0.16009811937857726,0.28171896316507505,0.4142169962586852,0.5570469798657718,1.6954887218045114,4.35423197492163,0.022700119474313024,0.08389089037570767,0.19563636363636364,3.148936170212766,1.806689229544097,1.5434963703439248,-0.2178477690288714,-0.4587995930824008,-0.6852491366551554,0.13170731707317074,0.307797537619699,0.4623287671232877,0.015539505362223682,0.23381372338137235,0.4447028970183971,0.15050830647160923,0.3883577393198596,0.6151300236406619,0.9464984617270602,1.132824933966731,1.2593409335067918,607.1962616822431,1078.8900284900285,474.28515815085154,38000.0,56680.0,18680.0,0.3334369173399627,0.5369439032103399,0.7099873530022462
Chau_Phu,10.535058,105.252744,SA,D,14-07-2022,3.3,6400,0.05338998883962631,0.8596712946891785,0.8062813058495522,0.16989234876301554,-0.0020479060008276946,0.38985429721536513,0.0074824383482337,0.09816139191389084,0.09067895356565714,0.03323761404802402,-0.03925678942304967,0.38985429721536513,1.338847431689928,29.232962581131726,27.8941151494418,6.989110175684375,0.5205910921830612,0.38985429721536513,0.5985711193672113,1496.5,1538.25,1289.0,3798.5,1924.0,3155.0,3906.0,2591.0,1862.0,2136.0,1730.0,1557.0,5448.0,2175.0,4408.0,5860.0,3017.0,2053.0,1187.0,1440.0,1119.0,2408.0,1781.0,2102.0,2164.0,2029.0,1592.0,949.0,290.0,438.0,3040.0,394.0,2306.0,3696.0,988.0,461.0,-0.26335995659637296,-0.17770442781604168,-0.13498985038718894,0.2962523676728006,-0.4176645368839641,0.25439234200802113,0.2609160708502528,-0.016960126332412062,-0.5020518060759411,0.38685280723454163,0.38685280723454163,0.38685280723454163,-0.0,0.38685280723454163,0.38685280723454163,0.38685280723454163,0.38685280723454163,0.38685280723454163,0.43474976392823417,2.5382559305045107,0.9668245776397258,0.4235255539420059,0.25920425716230433,1.4693645376239233,0.0744929097110034,1.8498874959819993,-0.4235255539420059,0.32756662297946704,0.18898192346819,0.34210758766893384,1.1059972667394504,450.433277647845,27320.0,0.5042944877964027,0.3396383866481224,0.43670886075949367,0.5241915266984206,2.028643639427127,2.550561797752809,3.203371970495258,0.9163178414983102,0.9678372077779887,1.0120234812979492,0.2515592515592516,0.51797157982725,0.8258258258258259,0.19539061176071854,0.2423516892790636,0.29389880952380953,0.6722222222222223,2.1491329479768786,9.482758620689655,0.029488291413703384,0.15678310316815597,0.3684210526315789,2.681159420289855,1.2569259962049335,0.9591743119266055,-0.2515592515592516,-0.51797157982725,-0.8258258258258259,0.14967772738123658,0.4293585202676112,0.7705299941758882,0.08541807527608744,0.287182516243355,0.5094339622641509,0.204,0.45260631915744565,0.7366466723793202,1.0070079005627122,1.107907639872792,1.187793629349926,788.9214827295702,-50.91292134831461,-239.0571127502634,45760.0,-13900.0,-59660.0,0.39396299469286483,0.5065715913166389,0.6080377823902776
Chau_Phu,10.50203,105.222373,SA,T,15-07-2022,3.5,5500,0.030193371698260307,0.44499799609184265,0.41480462439358234,0.12575312876807793,0.021487066798834636,0.33396271194589644,0.001753757824189961,0.07069434970617294,0.06894059188198298,0.03065063964874883,0.26846332233730824,0.33396271194589644,0.7395493687666171,18.40282860588005,17.663279237113432,5.540485062142501,0.2557883893340522,0.33396271194589644,0.7028912127270074,1623.2857142857142,1686.0,1466.142857142857,3449.1428571428573,2117.5714285714284,3054.8571428571427,3570.714285714286,2520.5714285714284,1889.7142857142858,2302.0,2022.0,1872.0,4848.0,2684.0,4294.0,5022.0,3313.0,2254.0,1279.0,1451.0,1199.0,2330.0,1763.0,2209.0,2420.0,1809.0,1555.0,1023.0,571.0,673.0,2518.0,921.0,2085.0,2602.0,1504.0,699.0,0.21812133721720503,-0.009462871873109404,0.36569807883509947,0.30769299325298416,-0.08876880747782134,0.2512975758356078,0.3514932222411588,0.08333764093521577,0.01306541657840999,0.5887621559162939,0.5887621559162939,0.8982444017039272,0.7435032788101106,0.5887621559162939,0.5887621559162939,0.7435032788101106,0.7435032788101106,0.27927991012866066,0.35995719153969646,2.1247909882953446,0.9273387684873832,0.3433483558671341,0.2044527681024977,1.0457549567869853,0.05086469989827059,2.080715006674697,-0.3433483558671341,0.23920240203248908,0.15554704699913854,0.29209033501016807,1.0293293576351061,532.1975258043021,32165.714285714283,0.4175371717793001,0.2912164034358548,0.3560839160839161,0.42219711945778027,1.821735731039875,2.105994787141616,2.4613880742913,0.889503458922929,0.925248029494749,0.9603109493584775,0.23247818037556203,0.41135371179039304,0.6303010683068955,0.15952028914079186,0.1868597668668315,0.21863662402138628,0.6057891109579601,1.397626112759644,3.4098073555166373,0.03228410008071025,0.1030186871106852,0.20636792452830188,2.595061728395062,1.3774074875568059,1.0354619753428453,-0.23247818037556203,-0.41135371179039304,-0.6303010683068955,0.1385291961886147,0.2873074880509825,0.4643791799941844,0.1258758154143513,0.18808969489033206,0.252113376429637,0.1994851994851995,0.3652492255702619,0.5654336338203295,0.9510198281236626,1.0251392978534568,1.0936772786799338,581.1421422986709,291.0192875760209,-154.85043988269794,35920.0,11720.0,-24200.0,0.3377960522670095,0.4130480996229455,0.48972653028950963
Chau_Phu,10.48195,105.238448,SA,T,15-07-2022,2.0,6600,0.017352566123008728,0.4074212312698364,0.3900686651468277,0.09004801458546094,0.26846911990144606,0.33396271194589644,0.0038871322758495808,0.06806807965040207,0.06418094737455249,0.02111978519574872,0.16192304971106639,0.33396271194589644,0.7437216546612689,11.320435033236334,10.576713378575066,5.013300306646883,0.04795582147035108,0.33396271194589644,0.6839400623300725,1475.142857142857,1677.0,1421.142857142857,4420.0,2061.1428571428573,3706.4285714285716,4621.142857142857,2663.1428571428573,1854.0,1995.0,1941.0,1850.0,5916.0,2346.0,4808.0,6205.0,3377.0,2289.0,1246.0,1434.0,1187.0,1824.0,1695.0,1874.0,1944.0,1294.0,1230.0,749.0,507.0,663.0,4092.0,651.0,2934.0,4261.0,2083.0,1059.0,0.3618640512558678,-0.024756405000130814,0.2350711526317544,0.44471111945401637,-0.0845840775049107,0.3572880275817098,0.4355662276870688,0.28361953570818554,0.1590011443468963,0.7435032788101106,0.7435032788101106,0.5887621559162939,0.5887621559162939,0.7435032788101106,0.5887621559162939,0.5887621559162939,0.7435032788101106,0.7435032788101106,0.4995395725294432,2.9963199690102655,0.9997697597594374,0.44989339019189767,0.3288267793305168,1.635658914728682,0.01864456939923054,2.8171978352375215,-0.44989339019189767,0.36395697407864575,0.24803356056633455,0.4089894803952821,1.1662321175144825,711.4396059876598,43234.28571428573,0.5794501772839976,0.18827361563517916,0.4956389836935912,0.6905598016938649,1.463884430176565,2.9654135338345866,5.463284379172229,0.8296225742078015,0.997817109340981,1.0911277659806229,0.11970534069981584,0.5059182894234441,0.7795172863666014,0.09431219334908232,0.321197686287853,0.520869982408444,0.2719665271966527,2.047913446676971,7.071005917159763,0.02424989724619811,0.0377113133940182,0.060906515580736544,3.626097867001255,2.4432951146560318,2.312214690828607,-0.11970534069981584,-0.5059182894234441,-0.7795172863666014,0.03665814151747655,0.43209876543209874,0.7254901960784313,0.1699807568954458,0.273216399440439,0.32534412955465586,0.1944990176817289,0.44204753199268737,0.5888177052999417,0.8168266317113648,1.162760014437481,1.3169416485834518,539.7881219903692,317.50375939849624,-110.20934579439252,34460.0,18900.0,-15560.0,0.2183860124553769,0.5749295931317278,0.8010228953391335
Chau_Phu,10.476738,105.227333,SA,T,15-07-2022,4.0,6000,0.016832835972309113,0.31861332058906555,0.30178048461675644,0.10545347537845373,-0.07479600945726152,0.33396271194589644,0.0024901714641600847,0.0848756730556488,0.08238550159148872,0.023554696518528675,0.04379328339851938,0.33396271194589644,0.8072840931530606,88.59848951001874,87.79120541686568,11.613800482141594,0.15967071915081127,0.33396271194589644,0.6603012528656796,1421.857142857143,1613.5714285714287,1382.2857142857142,3796.8571428571427,1941.857142857143,3141.1428571428573,3748.8571428571427,2380.1428571428573,1711.2857142857142,1778.0,1912.0,1604.0,5152.0,2318.0,4113.0,5228.0,2842.0,1913.0,1153.0,1419.0,1216.0,1824.0,1722.0,1724.0,1746.0,1436.0,1284.0,625.0,493.0,388.0,3328.0,596.0,2389.0,3482.0,1406.0,629.0,0.6226469834971117,0.23209724026780834,0.5837134710644886,0.23446744227724906,-0.36885433064703294,0.11917927723304442,0.1605097832464541,0.044680541159414416,-0.09780510879848638,0.5887621559162939,0.7435032788101106,0.7435032788101106,0.7435032788101106,0.5887621559162939,0.7435032788101106,0.7435032788101106,0.7435032788101106,0.7435032788101106,0.45509293476773155,2.6703506480458152,0.9772885626915581,0.4035328598209805,0.291096866096866,1.353076582558654,0.014111773396505206,3.026469089055559,-0.4035328598209805,0.32324313559532997,0.22935313027590826,0.37863422984153333,1.1254864968777838,620.5046174161416,38868.571428571435,0.5278916197581746,0.22539469264360093,0.4868686868686869,0.6837844674930432,1.5819601040763227,2.8976377952755907,5.3248,0.8517010582614072,0.9934126468234069,1.0880185970345557,0.12488436632747456,0.45866364665911663,0.7419523684899241,0.13729891507669287,0.3103180760279286,0.49657672170761175,0.2854122621564481,1.694560669456067,5.750507099391481,-0.026593499366821444,0.0514488468361916,0.23395853899308983,-4.449602122015915,2.2250065945660777,1.6208923003118254,-0.12488436632747456,-0.45866364665911663,-0.7419523684899241,0.028764805414551606,0.37938420348058904,0.6962283384301733,0.11901840490797547,0.28896672504378285,0.4059991550485847,0.17374517374517376,0.45845718329794766,0.6820823856456911,0.8678090664591309,1.1548693696158807,1.3121766006956932,759.292974848222,598.1430821147356,-47.29856,44780.0,37760.0,-7020.0,0.26144379207029517,0.5647546376995625,0.7931578787602829
Chau_Phu,10.492098,105.216926,SA,T,15-07-2022,3.0,5500,0.009551705792546272,1.287698745727539,1.2781470399349928,0.173873694746622,-0.09534436937922237,0.33396271194589644,0.0030831526964902878,0.1054171621799469,0.10233400948345661,0.029299701929890683,0.18960981831766086,0.33396271194589644,1.197659503938792,22.801800278351624,21.604140774412834,5.251627076454463,0.05673042715129083,0.33396271194589644,0.5336295527683587,1466.8333333333333,1568.5,1315.5,3504.0,1949.5,2991.8333333333335,3623.0,2274.1666666666665,1668.0,1932.0,1894.0,1547.0,5336.0,2442.0,4318.0,5419.0,2586.0,2012.0,1176.0,1367.0,1116.0,1678.0,1700.0,1694.0,1738.0,1089.0,1091.0,756.0,527.0,431.0,3658.0,742.0,2624.0,3681.0,1497.0,921.0,0.5107254641244874,0.025989175524636577,0.3240115490946603,0.051987720477770484,-0.05410233778273065,-0.07171032862596423,0.06564669934108396,-0.3410524933452446,-0.4755091706504854,-0.0,0.5802792108518124,0.5802792108518124,0.5802792108518124,0.5802792108518124,0.7737056144690833,0.5802792108518124,0.5802792108518124,0.7737056144690833,0.4098239731768651,2.388819452334962,0.9538469338299858,0.3815672745194677,0.24323394741933407,1.2339815109977685,0.05439079908949321,2.087474809577484,-0.3815672745194677,0.285046300540937,0.21284144336438898,0.35498839907192575,1.0813484518985206,540.2159527326442,33026.66666666667,0.47538050745055654,0.17589348283111422,0.46835443037974683,0.657453556864522,1.4268707482993197,2.761904761904762,4.838624338624339,0.8221274127719586,0.9840500141658182,1.0758501553955002,0.10213464696223316,0.47607192254495156,0.7481481481481481,0.08589195491643996,0.28091560435470364,0.46009641135511514,0.22750548646671542,1.8173178458289336,5.9411764705882355,0.02617801047120419,0.11066398390342053,0.2737994945240101,3.4383561643835616,1.59767201727213,1.4619647355163727,-0.10213464696223316,-0.47607192254495156,-0.7481481481481481,-0.006512729425695678,0.3720750835690409,0.6627272727272727,0.21286591976870256,0.34713456197929815,0.4192046556741028,0.21198988804622607,0.452367991290147,0.5977287617383709,0.7991032060554062,1.1379093908362847,1.2933072757186892,661.2074829931972,506.09565217391304,-55.94444444444444,39080.0,29080.0,-10000.0,0.20402500210219468,0.5432791793246159,0.7626184823386556
Chau_Phu,10.485917,105.210104,SA,T,15-07-2022,5.0,6000,0.012128407135605812,0.29366618394851685,0.28153777681291103,0.09181339506592069,-0.1628476378100838,0.33396271194589644,0.00420801155269146,0.09270153939723969,0.08849352784454823,0.0280762240623257,-0.16983514318248377,0.33396271194589644,1.0696262336817608,22.090042719893965,21.020416486212206,4.371803591543166,-0.14109276457751105,0.33396271194589644,0.8197460708145111,1547.0,1661.142857142857,1437.7142857142858,4068.285714285714,2071.1428571428573,3410.714285714286,4218.428571428572,2800.8571428571427,2028.857142857143,2016.0,2166.0,1856.0,5608.0,2762.0,4450.0,5752.0,3704.0,2982.0,1214.0,1440.0,1160.0,2382.0,1693.0,2251.0,2468.0,2432.0,1726.0,802.0,726.0,696.0,3226.0,1069.0,2199.0,3284.0,1272.0,1256.0,0.2911995184297369,0.0012890730273241115,0.07693979099674658,0.17132172251797634,0.1215860450257643,0.21263322321134784,0.16882945678136113,0.3146849975080314,0.1357891223028075,0.27927991012866066,0.5303560860446522,0.5303560860446522,0.7435032788101106,0.5887621559162939,0.7435032788101106,0.7435032788101106,0.7435032788101106,0.5887621559162939,0.4490039941995065,2.6297903776895373,0.9741683602948242,0.42013663790953965,0.2804651162790698,1.4490884072927415,0.036615134255492246,2.4541131319873193,-0.42013663790953965,0.3252978406552494,0.18451044006322273,0.33448922211808807,1.1197125907319787,591.9463609619675,36014.285714285725,0.5208297929282805,0.3248053392658509,0.47114375655823715,0.6017874875868917,1.9621087314662273,2.7817460317460316,4.022443890274314,0.9081879427001059,0.985466263531247,1.0496606535385098,0.24646781789638933,0.44275791098533573,0.6325910931174089,0.18659966499162478,0.2985386221294363,0.41947158885269636,0.6541666666666666,1.5891043397968607,3.443526170798898,0.02274641954507161,0.04132231404958678,0.07076101468624833,3.0196483971044468,2.3725231175693526,2.149698474636396,-0.24646781789638933,-0.44275791098533573,-0.6325910931174089,0.16907975460122698,0.34002389486260454,0.5022118742724098,-0.01038637307852098,0.20446735395189003,0.434415295686972,0.1596884128529698,0.3057043073341094,0.4395359214636323,0.9902917914041609,1.1404930223152405,1.2513659616934092,597.4309719934101,858.7408730158729,264.4508728179551,37780.0,50760.0,12980.0,0.3767574301477131,0.5465152882415898,0.698045757864633
