min_vv,max_vv,range_vv,mean_vv,correlation_vv,permutation_entropy_vv,min_vh,max_vh,range_vh,mean_vh,correlation_vh,permutation_entropy_vh,min_vv_by_vh,max_vv_by_vh,range_vv_by_vh,mean_vv_by_vh,correlation_vv_by_vh,permutation_entropy_vv_by_vh,rvi,ndvi,rvi_2,tndvi,gndvi,arvi,gci,npcri,evi,ndwi,ndre,ndii,ndmi,msavi,mcari,tvi,osavi,Rice Yield (kg/ha)
0.01740759052336216,0.35729560256004333,0.3398880120366812,0.11127715278416872,0.621780614854272,0.33396271194589644,0.0026976359076797962,0.05166338384151459,0.04896574793383479,0.021944099072633044,0.04260201914899326,0.33396271194589644,1.1304255811317392,24.872854235409235,23.742428654277496,6.721198816402245,0.34233555255557335,0.33396271194589644,0.6021718973727623,0.46260069044879165,2.7216274089935757,0.9811221587798288,0.39383139136394785,0.2977773600864621,1.299412030755314,0.012877863630201979,3.0460314453494943,-0.39383139136394785,0.3066889417207479,0.17838620889468343,0.3335519197350733,1.132544203378984,845.8713062098499,50791.999999999985,0.5366013635971346,5500
0.053834959864616394,0.2941001057624817,0.2402651458978653,0.16643636460815156,0.18690517190651973,0.33396271194589644,0.016737302765250206,0.07251173257827759,0.05577442981302738,0.03823186417243311,0.20143261236386684,0.33396271194589644,1.5802501604900263,7.805156542854241,6.224906382364215,4.583482980044935,-0.21212554496856917,0.31055082177366533,0.6738045351590429,0.09872444522103792,1.2190771616905778,0.7737728641022752,0.11308452574125975,0.025198437696862804,0.255006320271439,0.061389670073393195,0.9328563566318117,-0.11308452574125975,0.05241429328572618,-0.04063469460407879,0.06455981941309251,0.6796800316524241,175.6549880906223,10420.00000000002,0.11451662127625868,6000
0.01693592593073845,0.6278784275054932,0.6109425015747547,0.2144481394706028,0.2004316566034608,0.33396271194589644,0.008218871429562569,0.11418552696704865,0.10596665553748608,0.03638993616082838,0.02616588779126558,0.33396271194589644,0.9946161638912477,46.363490042885246,45.368873878994,9.063072994031547,0.1715312505639889,0.33396271194589644,0.5365525162521697,0.42140216349445436,2.456632351201041,0.9598969546229712,0.39433829208502635,0.25415352028771265,1.3021734309159458,0.049096890323381506,2.1946088568779865,-0.39433829208502635,0.29199078971933534,0.15937901379348854,0.3113728958089884,1.0929038048916482,550.6534414073287,33040.0,0.488810445774752,6400
0.023625051602721214,0.33549439907073975,0.31186934746801853,0.11667492440236467,0.21943233792179045,0.33396271194589644,0.0017723768251016736,0.08256546407938004,0.08079308725427836,0.025339082656760832,0.1924892891931175,0.33396271194589644,1.6640364143061817,28.34908658266999,26.68505016836381,7.416280166268003,0.5024445842780553,0.33396271194589644,0.6469085202810979,0.42671536509883734,2.4886684174691176,0.9626605658791875,0.40155021774259814,0.25615888289982996,1.3419679633867276,0.05885987949945929,2.0414288000853658,-0.40155021774259814,0.3023847700491206,0.1767465391160373,0.3349681728060106,1.098150508112667,637.1938527380603,38533.33333333332,0.49497657519412863,6000
0.05338998883962631,0.8596712946891785,0.8062813058495522,0.16989234876301554,-0.0020479060008276946,0.38985429721536513,0.0074824383482337,0.09816139191389084,0.09067895356565714,0.03323761404802402,-0.03925678942304967,0.38985429721536513,1.338847431689928,29.232962581131726,27.8941151494418,6.989110175684375,0.5205910921830612,0.38985429721536513,0.5985711193672113,0.43474976392823417,2.5382559305045107,0.9668245776397258,0.4235255539420059,0.25920425716230433,1.4693645376239233,0.0744929097110034,1.8498874959819993,-0.4235255539420059,0.32756662297946704,0.18898192346819,0.34210758766893384,1.1059972667394504,450.433277647845,27320.0,0.5042944877964027,6400
0.030193371698260307,0.44499799609184265,0.41480462439358234,0.12575312876807793,0.021487066798834636,0.33396271194589644,0.001753757824189961,0.07069434970617294,0.06894059188198298,0.03065063964874883,0.26846332233730824,0.33396271194589644,0.7395493687666171,18.40282860588005,17.663279237113432,5.540485062142501,0.2557883893340522,0.33396271194589644,0.7028912127270074,0.35995719153969646,2.1247909882953446,0.9273387684873832,0.3433483558671341,0.2044527681024977,1.0457549567869853,0.05086469989827059,2.080715006674697,-0.3433483558671341,0.23920240203248908,0.15554704699913854,0.29209033501016807,1.0293293576351061,532.1975258043021,32165.714285714283,0.4175371717793001,5500
0.017352566123008728,0.4074212312698364,0.3900686651468277,0.09004801458546094,0.26846911990144606,0.33396271194589644,0.0038871322758495808,0.06806807965040207,0.06418094737455249,0.02111978519574872,0.16192304971106639,0.33396271194589644,0.7437216546612689,11.320435033236334,10.576713378575066,5.013300306646883,0.04795582147035108,0.33396271194589644,0.6839400623300725,0.4995395725294432,2.9963199690102655,0.9997697597594374,0.44989339019189767,0.3288267793305168,1.635658914728682,0.01864456939923054,2.8171978352375215,-0.44989339019189767,0.36395697407864575,0.24803356056633455,0.4089894803952821,1.1662321175144825,711.4396059876598,43234.28571428573,0.5794501772839976,6600
0.016832835972309113,0.31861332058906555,0.30178048461675644,0.10545347537845373,-0.07479600945726152,0.33396271194589644,0.0024901714641600847,0.0848756730556488,0.08238550159148872,0.023554696518528675,0.04379328339851938,0.33396271194589644,0.8072840931530606,88.59848951001874,87.79120541686568,11.613800482141594,0.15967071915081127,0.33396271194589644,0.6603012528656796,0.45509293476773155,2.6703506480458152,0.9772885626915581,0.4035328598209805,0.291096866096866,1.353076582558654,0.014111773396505206,3.026469089055559,-0.4035328598209805,0.32324313559532997,0.22935313027590826,0.37863422984153333,1.1254864968777838,620.5046174161416,38868.571428571435,0.5278916197581746,6000
0.009551705792546272,1.287698745727539,1.2781470399349928,0.173873694746622,-0.09534436937922237,0.33396271194589644,0.0030831526964902878,0.1054171621799469,0.10233400948345661,0.029299701929890683,0.18960981831766086,0.33396271194589644,1.197659503938792,22.801800278351624,21.604140774412834,5.251627076454463,0.05673042715129083,0.33396271194589644,0.5336295527683587,0.4098239731768651,2.388819452334962,0.9538469338299858,0.3815672745194677,0.24323394741933407,1.2339815109977685,0.05439079908949321,2.087474809577484,-0.3815672745194677,0.285046300540937,0.21284144336438898,0.35498839907192575,1.0813484518985206,540.2159527326442,33026.66666666667,0.47538050745055654,5500
0.012128407135605812,0.29366618394851685,0.28153777681291103,0.09181339506592069,-0.1628476378100838,0.33396271194589644,0.00420801155269146,0.09270153939723969,0.08849352784454823,0.0280762240623257,-0.16983514318248377,0.33396271194589644,1.0696262336817608,22.090042719893965,21.020416486212206,4.371803591543166,-0.14109276457751105,0.33396271194589644,0.8197460708145111,0.4490039941995065,2.6297903776895373,0.9741683602948242,0.42013663790953965,0.2804651162790698,1.4490884072927415,0.036615134255492246,2.4541131319873193,-0.42013663790953965,0.3252978406552494,0.18451044006322273,0.33448922211808807,1.1197125907319787,591.9463609619675,36014.285714285725,0.5208297929282805,6000
